Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,bottle_id,Bytes,Center Name,Collection_date,Consent,cruise_id,cruise_station,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,geotraces_section,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Depth,Isolation_source,Biller_et_al.,_2018_metagenome_NCBI_BioProject,Biller_et_al.,_2018_metagenome_NCBI_BioSample,Biller_et_al.,_2018_metagenome_NCBI_SRA_Accession,Biller_et_al.,_2018_metagenome_NCBI_SRA_Study,Biller_et_al.,_2018_metagenome_Sample_Name,Biller_et_al.,_2018_metagenome_Total_read_pairs,Cruise_series,Depth_(m),sequencing_location,sequencing_read_depth,Sequencing_Technology
SRR5788105,WGS,300,7421934900,PRJNA385854,SAMN07136686,"MIMS.me,MIGS/MIMS/MIMARKS.water",638156,3127294113,MIT,2011-03-09,public,JC057,4,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974627,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,44.7117 S 45.5265 W,S0217,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0217,SRP110813,10m,,,,,,,,,,,,
SRR5788115,WGS,300,11046202800,PRJNA385854,SAMN07136630,"MIMS.me,MIGS/MIMS/MIMARKS.water",633518,5012272634,MIT,2010-06-19,public,PE321,27,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",ocean_biome,ocean,water,SRX2974617,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,22.3411 N 63.5833 W,S0155,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0155,SRP110813,127m,,,,,,,,,,,,
SRR5788123,WGS,300,5564418900,PRJNA385854,SAMN07136870,"MIMS.me,MIGS/MIMS/MIMARKS.water",1156649,2165067725,MIT,2011-06-21,public,TAN1109,GT21,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974609,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.4885 S 151.9995 W,S0408,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0408,SRP110813,52m,,,,,,,,,,,,
SRR5788125,WGS,300,6662731200,PRJNA385854,SAMN07136864,"MIMS.me,MIGS/MIMS/MIMARKS.water",1155521,2792555780,MIT,2011-06-17,public,TAN1109,GT14,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974607,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.46367 S 159.01933 W,S0402,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0402,SRP110813,76m,,,,,,,,,,,,
SRR5788134,WGS,300,6178605300,PRJNA385854,SAMN07136906,"MIMS.me,MIGS/MIMS/MIMARKS.water",1154183,2450091368,MIT,2011-06-12,public,TAN1109,GT5,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974598,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.495 S 168.002 W,S0444,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0444,SRP110813,15m,,,,,,,,,,,,
SRR5788141,WGS,300,12560492400,PRJNA385854,SAMN07136528,"MIMS.me,MIGS/MIMS/MIMARKS.water",844604,5654916866,MIT,2011-11-16,public,KN204,8,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974591,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,35.41617 N 66.54077 W,S0049,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0049,SRP110813,31.3m,,,,,,,,,,,,
SRR5788158,WGS,300,8401767000,PRJNA385854,SAMN07136822,"MIMS.me,MIGS/MIMS/MIMARKS.water",1156283,3663981234,MIT,2011-06-19,public,TAN1109,GT19,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974574,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.50133 S 153.99817 W,S0359,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0359,SRP110813,100m,,,,,,,,,,,,
SRR5788165,WGS,300,5904586500,PRJNA385854,SAMN07136813,"MIMS.me,MIGS/MIMS/MIMARKS.water",1156181,2481760262,MIT,2011-06-19,public,TAN1109,GT18,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974567,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.4995 S 154.99933 W,S0350,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0350,SRP110813,14m,,,,,,,,,,,,
SRR5788167,WGS,300,14702197800,PRJNA385854,SAMN07136815,"MIMS.me,MIGS/MIMS/MIMARKS.water",1156157,5974901401,MIT,2011-06-19,public,TAN1109,GT18,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",ocean_biome,ocean,water,SRX2974565,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.4995 S 154.99933 W,S0352,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0352,SRP110813,51m,,,,,,,,,,,,
SRR5788171,WGS,300,9540542100,PRJNA385854,SAMN07136720,"MIMS.me,MIGS/MIMS/MIMARKS.water",1155698,4057276043,MIT,2011-06-17,public,TAN1109,GT15,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974561,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.495 S 157.9945 W,S0253,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0253,SRP110813,14m,,,,,,,,,,,,
SRR5788176,WGS,300,8304655800,PRJNA385854,SAMN07136721,"MIMS.me,MIGS/MIMS/MIMARKS.water",1155674,3545540858,MIT,2011-06-17,public,TAN1109,GT15,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974556,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.495 S 157.9945 W,S0254,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0254,SRP110813,31m,,,,,,,,,,,,
SRR5788179,WGS,300,7820986800,PRJNA385854,SAMN07136833,"MIMS.me,MIGS/MIMS/MIMARKS.water",1154282,3429061463,MIT,2011-06-13,public,TAN1109,GT6,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974553,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.49717 S 167.00217 W,S0371,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0371,SRP110813,102m,,,,,,,,,,,,
SRR5788183,WGS,300,9293646000,PRJNA385854,SAMN07136670,"MIMS.me,MIGS/MIMS/MIMARKS.water",638921,4107088500,MIT,2011-03-24,public,JC057,16,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974549,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,5.6667 S 28.4572 W,S0200,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0200,SRP110813,50m,,,,,,,,,,,,
SRR5788197,WGS,300,6915210300,PRJNA385854,SAMN07136513,"MIMS.me,MIGS/MIMS/MIMARKS.water",636587,3518935870,MIT,2010-06-26,public,PE321,33,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974535,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,13.1623 N 53.4215 W,S0033,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0033,SRP110813,9m,,,,,,,,,,,,
SRR5788199,WGS,300,8234209200,PRJNA385854,SAMN07136515,"MIMS.me,MIGS/MIMS/MIMARKS.water",636575,4222715256,MIT,2010-06-26,public,PE321,33,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974533,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,13.1623 N 53.4215 W,S0035,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0035,SRP110813,99m,,,,,,,,,,,,
SRR5788220,WGS,300,14841353400,PRJNA385854,SAMN07136594,"MIMS.me,MIGS/MIMS/MIMARKS.water",845129,6547998350,MIT,2011-11-08,public,KN204,1,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974512,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,39.69225 N 69.86286 W,S0117,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0117,SRP110813,109.9m,,,,,,,,,,,,
SRR5788226,WGS,300,5610563700,PRJNA385854,SAMN07136602,"MIMS.me,MIGS/MIMS/MIMARKS.water",844355,2527121366,MIT,2011-11-12,public,KN204,4,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",ocean_biome,ocean,water,SRX2974506,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,38.32433 N 68.87553 W,S0126,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0126,SRP110813,135.2m,,,,,,,,,,,,
SRR5788228,WGS,300,10804549500,PRJNA385854,SAMN07136559,"MIMS.me,MIGS/MIMS/MIMARKS.water",846269,4804125474,MIT,2011-12-03,public,KN204,20,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974504,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,22.33305 N 35.86703 W,S0081,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0081,SRP110813,1055.2m,,,,,,,,,,,,
SRR5788229,WGS,300,10051937100,PRJNA385854,SAMN07136492,"MIMS.me,MIGS/MIMS/MIMARKS.water",631817,5231089200,MIT,2010-05-12,public,PE319,12,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974503,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,46.312 N 39.658 W,S0011,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0011,SRP110813,100m,,,,,,,,,,,,
SRR5788231,WGS,300,6468445800,PRJNA385854,SAMN07136488,"MIMS.me,MIGS/MIMS/MIMARKS.water",631379,3385855850,MIT,2010-05-10,public,PE319,10,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974501,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,49.7225 N 42.4467 W,S0006,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0006,SRP110813,199m,,,,,,,,,,,,
SRR5788240,WGS,300,4741653600,PRJNA385854,SAMN07136902,"MIMS.me,MIGS/MIMS/MIMARKS.water",1154009,1927974992,MIT,2011-06-12,public,TAN1109,GT4,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974492,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.499 S 169.00233 W,S0440,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0440,SRP110813,32m,,,,,,,,,,,,
SRR5788248,WGS,300,6387229800,PRJNA385854,SAMN07136896,"MIMS.me,MIGS/MIMS/MIMARKS.water",1153808,2597792321,MIT,2011-06-11,public,TAN1109,GT3,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974484,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.49367 S 169.99517 W,S0434,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0434,SRP110813,75m,,,,,,,,,,,,
SRR5788262,WGS,300,6924112200,PRJNA385854,SAMN07136859,"MIMS.me,MIGS/MIMS/MIMARKS.water",1155398,2901519281,MIT,2011-06-16,public,TAN1109,GT13,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974470,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.51033 S 160.00783 W,S0397,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0397,SRP110813,72m,,,,,,,,,,,,
SRR5788263,WGS,300,7944394800,PRJNA385854,SAMN07136862,"MIMS.me,MIGS/MIMS/MIMARKS.water",1155533,3593431774,MIT,2011-06-17,public,TAN1109,GT14,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974469,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.46367 S 159.01933 W,S0400,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0400,SRP110813,32m,,,,,,,,,,,,
SRR5788266,WGS,300,6911634000,PRJNA385854,SAMN07136756,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station4Cast6Niskin9,2900645817,MIT,2011-05-16,public,SS2011,4,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974466,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,30 S 156 E,S0289,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0289,SRP110813,75m,,,,,,,,,,,,
SRR5788268,WGS,300,7369399200,PRJNA385854,SAMN07136758,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station22Cast24Niskin16,3146853443,MIT,2011-05-24,public,SS2011,22,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",ocean_biome,ocean,water,SRX2974464,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,30 S 174 E,S0291,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0291,SRP110813,15m,,,,,,,,,,,,
SRR5788270,WGS,300,7501757700,PRJNA385854,SAMN07136760,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station22Cast24Niskin12,3162644534,MIT,2011-05-24,public,SS2011,22,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974462,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,30 S 174 E,S0293,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0293,SRP110813,50m,,,,,,,,,,,,
SRR5788271,WGS,300,8799281100,PRJNA385854,SAMN07136787,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station38Cast37Niskin14,3525752293,MIT,2011-05-31,public,SS2011,38,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",ocean_biome,ocean,water,SRX2974461,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.5 S 170 W,S0320,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0320,SRP110813,100m,,,,,,,,,,,,
SRR5788273,WGS,300,5520016200,PRJNA385854,SAMN07136789,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station36Cast39Niskin16,2303154450,MIT,2011-06-01,public,SS2011,36,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974459,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.5 S 172 W,S0322,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0322,SRP110813,15m,,,,,,,,,,,,
SRR5788280,WGS,300,4263036600,PRJNA385854,SAMN07136792,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station36Cast39Niskin9,1773485639,MIT,2011-06-01,public,SS2011,36,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974452,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.5 S 172 W,S0325,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0325,SRP110813,75m,,,,,,,,,,,,
SRR5788286,WGS,300,11765199300,PRJNA385854,SAMN07136635,"MIMS.me,MIGS/MIMS/MIMARKS.water",631529,5298062063,MIT,2010-05-11,public,PE319,11,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974446,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,47.8007 N 39.399 W,S0160,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0160,SRP110813,101m,,,,,,,,,,,,
SRR5788292,WGS,300,9258624000,PRJNA385854,SAMN07136881,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station26Cast29Niskin8,3856966901,MIT,2011-05-26,public,SS2011,26,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974440,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,31.6 S 178 E,S0419,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0419,SRP110813,100m,,,,,,,,,,,,
SRR5788294,WGS,300,7953906000,PRJNA385854,SAMN07136875,"MIMS.me,MIGS/MIMS/MIMARKS.water",1156865,3135151579,MIT,2011-06-21,public,TAN1109,GT22,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974438,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.49567 S 151.00067 W,S0413,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0413,SRP110813,50m,,,,,,,,,,,,
SRR5788300,WGS,300,5308537200,PRJNA385854,SAMN07136877,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station26Cast29Niskin15,2205975530,MIT,2011-05-26,public,SS2011,26,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974432,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,31.6 S 178 E,S0415,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0415,SRP110813,15m,,,,,,,,,,,,
SRR5788313,WGS,300,10042506900,PRJNA385854,SAMN07136561,"MIMS.me,MIGS/MIMS/MIMARKS.water",844715,4423846662,MIT,2011-11-19,public,KN204,10,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974419,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,31.75351 N 64.17499 W,S0083,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0083,SRP110813,75.7m,,,,,,,,,,,,
SRR5788315,WGS,300,6983933400,PRJNA385854,SAMN07136612,"MIMS.me,MIGS/MIMS/MIMARKS.water",844547,3174197395,MIT,2011-11-15,public,KN204,6,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974417,uncalculated,uncalculated,Atlantic Ocean,GA03,NextSeq 550,37.60731 N 68.3895 W,S0136,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0136,SRP110813,232.9m,,,,,,,,,,,,
SRR5788325,WGS,300,5518886700,PRJNA385854,SAMN07136831,"MIMS.me,MIGS/MIMS/MIMARKS.water",1154294,2383656990,MIT,2011-06-13,public,TAN1109,GT6,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974887,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.49717 S 167.00217 W,S0369,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0369,SRP110813,52m,,,,,,,,,,,,
SRR5788331,WGS,300,7076967600,PRJNA385854,SAMN07136827,"MIMS.me,MIGS/MIMS/MIMARKS.water",1154141,3083599332,MIT,2011-06-12,public,TAN1109,GT5,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974881,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.495 S 168.002 W,S0365,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0365,SRP110813,75m,,,,,,,,,,,,
SRR5788334,WGS,300,7309990200,PRJNA385854,SAMN07136830,"MIMS.me,MIGS/MIMS/MIMARKS.water",1154300,3196211765,MIT,2011-06-13,public,TAN1109,GT6,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974878,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.49717 S 167.00217 W,S0368,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0368,SRP110813,31m,,,,,,,,,,,,
SRR5788350,WGS,300,9296343600,PRJNA385854,SAMN07136679,"MIMS.me,MIGS/MIMS/MIMARKS.water",637574,4191323906,MIT,2011-03-05,public,JC057,1,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974862,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,49.5475 S 52.6885 W,S0210,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0210,SRP110813,49m,,,,,,,,,,,,
SRR5788356,WGS,300,4173446700,PRJNA385854,SAMN07136780,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station24Cast26Niskin12,1741707863,MIT,2011-05-25,public,SS2011,24,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",ocean_biome,ocean,water,SRX2974856,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,30 S 175.947 E,S0313,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0313,SRP110813,50m,,,,,,,,,,,,
SRR5788364,WGS,300,4971882000,PRJNA385854,SAMN07136782,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station24Cast26Niskin9,2093185486,MIT,2011-05-25,public,SS2011,24,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",ocean_biome,ocean,water,SRX2974848,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,30 S 175.947 E,S0315,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0315,SRP110813,100m,,,,,,,,,,,,
SRR5788368,WGS,300,8737318500,PRJNA385854,SAMN07136508,"MIMS.me,MIGS/MIMS/MIMARKS.water",632123,4473322948,MIT,2010-05-21,public,PE319,17,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974844,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,34.3277 N 55.4316 W,S0028,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0028,SRP110813,50m,,,,,,,,,,,,
SRR5788376,WGS,300,5916082500,PRJNA385854,SAMN07136644,"MIMS.me,MIGS/MIMS/MIMARKS.water",634361,2712978509,MIT,2010-06-16,public,PE321,23,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",ocean_biome,ocean,water,SRX2974836,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,28.0905 N 67.5015 W,S0169,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0169,SRP110813,76m,,,,,,,,,,,,
SRR5788377,WGS,300,4522993800,PRJNA385854,SAMN07136645,"MIMS.me,MIGS/MIMS/MIMARKS.water",634358,1875383584,MIT,2010-06-16,public,PE321,23,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX2974835,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,28.0905 N 67.5015 W,S0170,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0170,SRP110813,87m,,,,,,,,,,,,
SRR5788381,WGS,300,8126238900,PRJNA385854,SAMN07136649,"MIMS.me,MIGS/MIMS/MIMARKS.water",637403,3680326083,MIT,2011-03-13,public,JC057,8,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974831,uncalculated,uncalculated,Atlantic Ocean,GA02,NextSeq 550,35.0093 S 39.431 W,S0178,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0178,SRP110813,151m,,,,,,,,,,,,
SRR5788395,WGS,300,4094224200,PRJNA385854,SAMN07136887,"MIMS.me,MIGS/MIMS/MIMARKS.water",SS2011Station29Cast32Niskin2,1697895339,MIT,2011-05-27,public,SS2011,29,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",ocean_biome,ocean,water,SRX2974817,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.5 S 179.303 W,S0425,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0425,SRP110813,1000m,,,,,,,,,,,,
SRR5788419,WGS,300,8777309700,PRJNA385854,SAMN07136800,"MIMS.me,MIGS/MIMS/MIMARKS.water",1152896,3723479604,MIT,2011-06-14,public,TAN1109,GT9,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",ocean_biome,ocean,water,SRX2974793,uncalculated,uncalculated,Pacific Ocean,GP13,NextSeq 550,32.50433 S 163.98967 W,S0337,PAIRED,RANDOM,METAGENOMIC,marine metagenome,ILLUMINA,2018-05-01T00:00:00Z,S0337,SRP110813,17m,,,,,,,,,,,,
