,sample,function,taxon,taxon_abun,taxon_rel_abun,genome_function_count,taxon_function_abun,taxon_rel_function_abun
82,Day01LowCrysWater3,K00451,ASV002036,0.01,0.025445292620865378,1,0.01,0.025445292620865378
83,Day01LowCrysWater3,K00451,ASV002130,0.01,0.025445292620865378,1,0.01,0.025445292620865378
84,Day01LowCrysWater3,K00451,ASV002253,0.01,0.025445292620865378,1,0.01,0.025445292620865378
85,Day01LowCrysWater3,K00451,ASV002362,0.01,0.025445292620865378,1,0.01,0.025445292620865378
86,Day01LowCrysWater3,K00451,ASV002368,0.01,0.025445292620865378,1,0.01,0.025445292620865378
87,Day01LowCrysWater3,K00451,ASV002513,0.01,0.025445292620865378,1,0.01,0.025445292620865378
88,Day01LowCrysWater3,K00451,ASV002518,0.01,0.025445292620865378,1,0.01,0.025445292620865378
89,Day01LowCrysWater3,K00451,ASV002665,0.01,0.025445292620865378,1,0.01,0.025445292620865378
90,Day01LowCrysWater3,K00451,ASV002666,0.01,0.025445292620865378,1,0.01,0.025445292620865378
91,Day01LowCrysWater3,K00451,ASV002810,0.01,0.025445292620865378,1,0.01,0.025445292620865378
92,Day01LowCrysWater3,K00451,ASV003391,0.01,0.025445292620865378,1,0.01,0.025445292620865378
93,Day01LowCrysWater3,K00451,ASV003918,0.01,0.025445292620865378,1,0.01,0.025445292620865378
94,Day01LowCrysWater3,K00451,ASV004225,0.01,0.025445292620865378,1,0.01,0.025445292620865378
95,Day01LowCrysWater3,K00451,ASV004229,0.01,0.025445292620865378,1,0.01,0.025445292620865378
96,Day01LowCrysWater3,K00451,ASV005066,0.01,0.025445292620865378,1,0.01,0.025445292620865378
97,Day01LowCrysWater3,K00451,ASV005069,0.01,0.025445292620865378,1,0.01,0.025445292620865378
98,Day01LowCrysWater3,K00451,ASV005617,0.02,0.050890585241730756,1,0.02,0.050890585241730756
99,Day01LowCrysWater3,K00451,ASV005618,0.02,0.050890585241730756,1,0.02,0.050890585241730756
100,Day01LowCrysWater3,K00451,ASV005621,0.01,0.025445292620865378,1,0.01,0.025445292620865378
101,Day01LowCrysWater3,K00451,ASV005626,0.01,0.025445292620865378,1,0.01,0.025445292620865378
102,Day01LowCrysWater3,K00451,ASV006516,0.01,0.025445292620865378,2,0.02,0.050890585241730756
103,Day01LowCrysWater3,K00451,ASV006518,0.01,0.025445292620865378,1,0.01,0.025445292620865378
104,Day01LowCrysWater3,K00451,ASV006520,0.01,0.025445292620865378,1,0.01,0.025445292620865378
105,Day01LowCrysWater3,K00451,ASV006523,0.01,0.025445292620865378,1,0.01,0.025445292620865378
106,Day01LowCrysWater3,K00451,ASV006527,0.01,0.025445292620865378,1,0.01,0.025445292620865378
107,Day01LowCrysWater3,K00451,ASV006531,0.01,0.025445292620865378,1,0.01,0.025445292620865378
108,Day01LowCrysWater3,K00451,ASV008963,0.01,0.025445292620865378,1,0.01,0.025445292620865378
109,Day01LowCrysWater3,K00451,ASV008965,0.01,0.025445292620865378,1,0.01,0.025445292620865378
110,Day01LowCrysWater3,K00451,ASV008967,0.01,0.025445292620865378,2,0.02,0.050890585241730756
111,Day01LowCrysWater3,K00451,ASV008970,0.01,0.025445292620865378,1,0.01,0.025445292620865378
112,Day01LowCrysWater3,K00451,ASV008972,0.01,0.025445292620865378,1,0.01,0.025445292620865378
113,Day01LowCrysWater3,K00451,ASV008975,0.01,0.025445292620865378,1,0.01,0.025445292620865378
114,Day01LowCrysWater3,K00451,ASV008978,0.01,0.025445292620865378,1,0.01,0.025445292620865378
115,Day01LowCrysWater3,K00451,ASV008979,0.01,0.025445292620865378,1,0.01,0.025445292620865378
116,Day01LowCrysWater3,K00451,ASV008985,0.01,0.025445292620865378,1,0.01,0.025445292620865378
117,Day01LowCrysWater3,K00451,ASV008989,0.01,0.025445292620865378,2,0.02,0.050890585241730756
118,Day01LowCrysWater3,K00451,ASV008992,0.01,0.025445292620865378,1,0.01,0.025445292620865378
119,Day01LowCrysWater3,K00451,ASV008993,0.01,0.025445292620865378,1,0.01,0.025445292620865378
120,Day01LowCrysWater3,K00451,ASV008994,0.01,0.025445292620865378,1,0.01,0.025445292620865378
121,Day21BHET2,K00451,ASV000001,3.69,8.056768558952047,1,3.69,8.056768558952047
122,Day21BHET2,K00451,ASV000002,0.07,0.15283842794759983,1,0.07,0.15283842794759983
123,Day21BHET2,K00451,ASV000004,0.56,1.2227074235807986,1,0.56,1.2227074235807986
124,Day21BHET2,K00451,ASV000006,0.01,0.021834061135371403,1,0.01,0.021834061135371403
125,Day21BHET2,K00451,ASV000010,0.04,0.08733624454148561,2,0.08,0.17467248908297123
126,Day21BHET2,K00451,ASV000013,0.12,0.2620087336244568,1,0.12,0.2620087336244568
127,Day21BHET2,K00451,ASV000014,4.95,10.807860262008845,1,4.95,10.807860262008845
128,Day21BHET2,K00451,ASV000016,0.07,0.15283842794759983,2,0.14,0.30567685589519966
129,Day21BHET2,K00451,ASV000017,0.01,0.021834061135371403,1,0.01,0.021834061135371403
130,Day21BHET2,K00451,ASV000022,3.67,8.013100436681306,1,3.67,8.013100436681306
131,Day21BHET2,K00451,ASV000023,1.34,2.9257641921397686,1,1.34,2.9257641921397686
132,Day21BHET2,K00451,ASV000024,0.02,0.04366812227074281,1,0.02,0.04366812227074281
133,Day21BHET2,K00451,ASV000027,0.01,0.021834061135371403,1,0.01,0.021834061135371403
134,Day21BHET2,K00451,ASV000028,0.43,0.9388646288209703,1,0.43,0.9388646288209703
135,Day21BHET2,K00451,ASV000029,0.01,0.021834061135371403,1,0.01,0.021834061135371403
136,Day21BHET2,K00451,ASV000034,4.62,10.08733624454159,1,4.62,10.08733624454159
137,Day21BHET2,K00451,ASV000039,0.55,1.2008733624454273,1,0.55,1.2008733624454273
138,Day21BHET2,K00451,ASV000041,0.01,0.021834061135371403,1,0.01,0.021834061135371403
139,Day21BHET2,K00451,ASV000045,0.1,0.21834061135371402,1,0.1,0.21834061135371402
140,Day21BHET2,K00451,ASV000046,0.06,0.1310043668122284,1,0.06,0.1310043668122284
141,Day21BHET2,K00451,ASV000048,0.13,0.28384279475982827,1,0.13,0.28384279475982827
142,Day21BHET2,K00451,ASV000054,2.63,5.742358078602678,1,2.63,5.742358078602678
143,Day21BHET2,K00451,ASV000058,0.01,0.021834061135371403,1,0.01,0.021834061135371403
144,Day21BHET2,K00451,ASV000059,0.01,0.021834061135371403,1,0.01,0.021834061135371403
145,Day21BHET2,K00451,ASV000060,0.01,0.021834061135371403,1,0.01,0.021834061135371403
146,Day21BHET2,K00451,ASV000061,0.01,0.021834061135371403,1,0.01,0.021834061135371403
147,Day21BHET2,K00451,ASV000070,0.02,0.04366812227074281,1,0.02,0.04366812227074281
148,Day21BHET2,K00451,ASV000077,0.08,0.17467248908297123,1,0.08,0.17467248908297123
149,Day21BHET2,K00451,ASV000078,0.13,0.28384279475982827,1,0.13,0.28384279475982827
150,Day21BHET2,K00451,ASV000086,0.04,0.08733624454148561,1,0.04,0.08733624454148561
151,Day21BHET2,K00451,ASV000087,0.02,0.04366812227074281,1,0.02,0.04366812227074281
152,Day21BHET2,K00451,ASV000088,0.22,0.4803493449781709,1,0.22,0.4803493449781709
153,Day21BHET2,K00451,ASV000095,0.11,0.24017467248908544,1,0.11,0.24017467248908544
154,Day21BHET2,K00451,ASV000097,0.1,0.21834061135371402,1,0.1,0.21834061135371402
155,Day21BHET2,K00451,ASV000100,0.07,0.15283842794759983,1,0.07,0.15283842794759983
156,Day21BHET2,K00451,ASV000102,0.23,0.5021834061135423,1,0.23,0.5021834061135423
157,Day21BHET2,K00451,ASV000103,0.06,0.1310043668122284,1,0.06,0.1310043668122284
158,Day21BHET2,K00451,ASV000106,0.03,0.0655021834061142,1,0.03,0.0655021834061142
159,Day21BHET2,K00451,ASV000110,0.01,0.021834061135371403,1,0.01,0.021834061135371403
160,Day21BHET2,K00451,ASV000111,0.01,0.021834061135371403,1,0.01,0.021834061135371403
161,Day21BHET2,K00451,ASV000112,0.01,0.021834061135371403,1,0.01,0.021834061135371403
162,Day21BHET2,K00451,ASV000116,0.03,0.0655021834061142,1,0.03,0.0655021834061142
163,Day21BHET2,K00451,ASV000117,0.07,0.15283842794759983,1,0.07,0.15283842794759983
164,Day21BHET2,K00451,ASV000120,0.19,0.41484716157205664,1,0.19,0.41484716157205664
165,Day21BHET2,K00451,ASV000123,0.06,0.1310043668122284,1,0.06,0.1310043668122284
166,Day21BHET2,K00451,ASV000128,0.02,0.04366812227074281,1,0.02,0.04366812227074281
167,Day21BHET2,K00451,ASV000130,0.01,0.021834061135371403,2,0.02,0.04366812227074281
168,Day21BHET2,K00451,ASV000139,0.13,0.28384279475982827,1,0.13,0.28384279475982827
169,Day21BHET2,K00451,ASV000146,0.01,0.021834061135371403,1,0.01,0.021834061135371403
170,Day21BHET2,K00451,ASV000150,0.33,0.7205240174672564,1,0.33,0.7205240174672564
171,Day21BHET2,K00451,ASV000153,0.01,0.021834061135371403,1,0.01,0.021834061135371403
172,Day21BHET2,K00451,ASV000159,0.03,0.0655021834061142,1,0.03,0.0655021834061142
173,Day21BHET2,K00451,ASV000161,0.37,0.807860262008742,1,0.37,0.807860262008742
174,Day21BHET2,K00451,ASV000163,0.01,0.021834061135371403,1,0.01,0.021834061135371403
175,Day21BHET2,K00451,ASV000165,0.01,0.021834061135371403,1,0.01,0.021834061135371403
176,Day21BHET2,K00451,ASV000166,0.08,0.17467248908297123,1,0.08,0.17467248908297123
177,Day21BHET2,K00451,ASV000176,0.01,0.021834061135371403,1,0.01,0.021834061135371403
178,Day21BHET2,K00451,ASV000179,0.01,0.021834061135371403,1,0.01,0.021834061135371403
179,Day21BHET2,K00451,ASV000193,0.05,0.10917030567685701,1,0.05,0.10917030567685701
180,Day21BHET2,K00451,ASV000194,0.05,0.10917030567685701,1,0.05,0.10917030567685701
181,Day21BHET2,K00451,ASV000230,0.04,0.08733624454148561,1,0.04,0.08733624454148561
182,Day21BHET2,K00451,ASV000235,0.04,0.08733624454148561,1,0.04,0.08733624454148561
183,Day21BHET2,K00451,ASV000245,0.24,0.5240174672489136,1,0.24,0.5240174672489136
184,Day21BHET2,K00451,ASV000246,0.05,0.10917030567685701,1,0.05,0.10917030567685701
185,Day21BHET2,K00451,ASV000271,0.01,0.021834061135371403,1,0.01,0.021834061135371403
186,Day21BHET2,K00451,ASV000274,0.02,0.04366812227074281,1,0.02,0.04366812227074281
187,Day21BHET2,K00451,ASV000280,0.01,0.021834061135371403,1,0.01,0.021834061135371403
188,Day21BHET2,K00451,ASV000292,0.01,0.021834061135371403,1,0.01,0.021834061135371403
189,Day21BHET2,K00451,ASV000295,0.09,0.19650655021834262,1,0.09,0.19650655021834262
190,Day21BHET2,K00451,ASV000301,0.11,0.24017467248908544,1,0.11,0.24017467248908544
191,Day21BHET2,K00451,ASV000310,0.01,0.021834061135371403,1,0.01,0.021834061135371403
192,Day21BHET2,K00451,ASV000331,0.03,0.0655021834061142,1,0.03,0.0655021834061142
193,Day21BHET2,K00451,ASV000343,0.01,0.021834061135371403,1,0.01,0.021834061135371403
194,Day21BHET2,K00451,ASV000344,0.01,0.021834061135371403,1,0.01,0.021834061135371403
195,Day21BHET2,K00451,ASV000349,0.01,0.021834061135371403,1,0.01,0.021834061135371403
196,Day21BHET2,K00451,ASV000373,0.01,0.021834061135371403,1,0.01,0.021834061135371403
197,Day21BHET2,K00451,ASV000382,0.07,0.15283842794759983,1,0.07,0.15283842794759983
198,Day21BHET2,K00451,ASV000387,0.08,0.17467248908297123,1,0.08,0.17467248908297123
199,Day21BHET2,K00451,ASV000388,0.01,0.021834061135371403,1,0.01,0.021834061135371403
200,Day21BHET2,K00451,ASV000396,0.03,0.0655021834061142,1,0.03,0.0655021834061142
201,Day21BHET2,K00451,ASV000397,0.01,0.021834061135371403,1,0.01,0.021834061135371403
202,Day21BHET2,K00451,ASV000406,0.01,0.021834061135371403,1,0.01,0.021834061135371403
203,Day21BHET2,K00451,ASV000410,0.05,0.10917030567685701,1,0.05,0.10917030567685701
204,Day21BHET2,K00451,ASV000433,0.07,0.15283842794759983,1,0.07,0.15283842794759983
205,Day21BHET2,K00451,ASV000440,0.01,0.021834061135371403,1,0.01,0.021834061135371403
206,Day21BHET2,K00451,ASV000463,0.01,0.021834061135371403,1,0.01,0.021834061135371403
207,Day21BHET2,K00451,ASV000470,0.01,0.021834061135371403,1,0.01,0.021834061135371403
208,Day21BHET2,K00451,ASV000473,0.01,0.021834061135371403,1,0.01,0.021834061135371403
209,Day21BHET2,K00451,ASV000488,0.01,0.021834061135371403,1,0.01,0.021834061135371403
210,Day21BHET2,K00451,ASV000501,0.01,0.021834061135371403,1,0.01,0.021834061135371403
211,Day21BHET2,K00451,ASV000517,0.02,0.04366812227074281,1,0.02,0.04366812227074281
212,Day21BHET2,K00451,ASV000522,0.02,0.04366812227074281,1,0.02,0.04366812227074281
213,Day21BHET2,K00451,ASV000535,0.01,0.021834061135371403,1,0.01,0.021834061135371403
214,Day21BHET2,K00451,ASV000545,0.02,0.04366812227074281,1,0.02,0.04366812227074281
215,Day21BHET2,K00451,ASV000617,0.02,0.04366812227074281,1,0.02,0.04366812227074281
216,Day21BHET2,K00451,ASV000625,0.02,0.04366812227074281,1,0.02,0.04366812227074281
217,Day21BHET2,K00451,ASV000646,0.01,0.021834061135371403,1,0.01,0.021834061135371403
218,Day21BHET2,K00451,ASV000671,0.02,0.04366812227074281,1,0.02,0.04366812227074281
219,Day21BHET2,K00451,ASV000677,0.06,0.1310043668122284,1,0.06,0.1310043668122284
220,Day21BHET2,K00451,ASV000684,0.01,0.021834061135371403,1,0.01,0.021834061135371403
221,Day21BHET2,K00451,ASV000692,0.01,0.021834061135371403,1,0.01,0.021834061135371403
222,Day21BHET2,K00451,ASV000703,0.01,0.021834061135371403,1,0.01,0.021834061135371403
223,Day21BHET2,K00451,ASV000706,0.01,0.021834061135371403,1,0.01,0.021834061135371403
224,Day21BHET2,K00451,ASV000710,0.01,0.021834061135371403,1,0.01,0.021834061135371403
225,Day21BHET2,K00451,ASV000731,0.03,0.0655021834061142,1,0.03,0.0655021834061142
226,Day21BHET2,K00451,ASV000753,0.04,0.08733624454148561,1,0.04,0.08733624454148561
227,Day21BHET2,K00451,ASV000754,0.01,0.021834061135371403,1,0.01,0.021834061135371403
228,Day21BHET2,K00451,ASV000763,0.04,0.08733624454148561,1,0.04,0.08733624454148561
229,Day21BHET2,K00451,ASV000764,0.02,0.04366812227074281,1,0.02,0.04366812227074281
230,Day21BHET2,K00451,ASV000765,0.01,0.021834061135371403,2,0.02,0.04366812227074281
231,Day21BHET2,K00451,ASV000776,0.01,0.021834061135371403,1,0.01,0.021834061135371403
232,Day21BHET2,K00451,ASV000783,0.01,0.021834061135371403,1,0.01,0.021834061135371403
233,Day21BHET2,K00451,ASV000804,0.01,0.021834061135371403,1,0.01,0.021834061135371403
234,Day21BHET2,K00451,ASV000825,0.01,0.021834061135371403,1,0.01,0.021834061135371403
235,Day21BHET2,K00451,ASV000843,0.04,0.08733624454148561,1,0.04,0.08733624454148561
236,Day21BHET2,K00451,ASV000854,0.01,0.021834061135371403,1,0.01,0.021834061135371403
237,Day21BHET2,K00451,ASV000863,0.01,0.021834061135371403,1,0.01,0.021834061135371403
238,Day21BHET2,K00451,ASV000864,0.01,0.021834061135371403,1,0.01,0.021834061135371403
239,Day21BHET2,K00451,ASV000876,0.02,0.04366812227074281,1,0.02,0.04366812227074281
240,Day21BHET2,K00451,ASV000896,0.02,0.04366812227074281,1,0.02,0.04366812227074281
241,Day21BHET2,K00451,ASV000933,0.02,0.04366812227074281,1,0.02,0.04366812227074281
242,Day21BHET2,K00451,ASV000946,0.01,0.021834061135371403,1,0.01,0.021834061135371403
243,Day21BHET2,K00451,ASV000967,0.04,0.08733624454148561,1,0.04,0.08733624454148561
244,Day21BHET2,K00451,ASV001014,0.01,0.021834061135371403,1,0.01,0.021834061135371403
245,Day21BHET2,K00451,ASV001032,0.01,0.021834061135371403,1,0.01,0.021834061135371403
246,Day21BHET2,K00451,ASV001053,0.01,0.021834061135371403,1,0.01,0.021834061135371403
247,Day21BHET2,K00451,ASV001060,0.01,0.021834061135371403,1,0.01,0.021834061135371403
248,Day21BHET2,K00451,ASV001109,0.01,0.021834061135371403,1,0.01,0.021834061135371403
249,Day21BHET2,K00451,ASV001139,0.01,0.021834061135371403,1,0.01,0.021834061135371403
250,Day21BHET2,K00451,ASV001140,0.01,0.021834061135371403,1,0.01,0.021834061135371403
251,Day21BHET2,K00451,ASV001164,0.01,0.021834061135371403,1,0.01,0.021834061135371403
252,Day21BHET2,K00451,ASV001170,0.01,0.021834061135371403,1,0.01,0.021834061135371403
253,Day21BHET2,K00451,ASV001200,0.02,0.04366812227074281,1,0.02,0.04366812227074281
254,Day21BHET2,K00451,ASV001204,0.03,0.0655021834061142,1,0.03,0.0655021834061142
255,Day21BHET2,K00451,ASV001205,0.01,0.021834061135371403,1,0.01,0.021834061135371403
256,Day21BHET2,K00451,ASV001260,0.01,0.021834061135371403,1,0.01,0.021834061135371403
257,Day21BHET2,K00451,ASV001287,0.02,0.04366812227074281,2,0.04,0.08733624454148561
258,Day21BHET2,K00451,ASV001360,0.03,0.0655021834061142,1,0.03,0.0655021834061142
259,Day21BHET2,K00451,ASV001361,0.01,0.021834061135371403,1,0.01,0.021834061135371403
260,Day21BHET2,K00451,ASV001400,0.01,0.021834061135371403,1,0.01,0.021834061135371403
261,Day21BHET2,K00451,ASV001485,0.01,0.021834061135371403,1,0.01,0.021834061135371403
262,Day21BHET2,K00451,ASV001518,0.02,0.04366812227074281,1,0.02,0.04366812227074281
263,Day21BHET2,K00451,ASV001528,0.01,0.021834061135371403,1,0.01,0.021834061135371403
264,Day21BHET2,K00451,ASV001581,0.01,0.021834061135371403,1,0.01,0.021834061135371403
265,Day21BHET2,K00451,ASV001582,0.01,0.021834061135371403,1,0.01,0.021834061135371403
266,Day21BHET2,K00451,ASV001624,0.01,0.021834061135371403,1,0.01,0.021834061135371403
267,Day21BHET2,K00451,ASV001643,0.01,0.021834061135371403,1,0.01,0.021834061135371403
268,Day21BHET2,K00451,ASV001644,0.01,0.021834061135371403,1,0.01,0.021834061135371403
269,Day21BHET2,K00451,ASV001645,0.01,0.021834061135371403,1,0.01,0.021834061135371403
270,Day21BHET2,K00451,ASV001704,0.02,0.04366812227074281,1,0.02,0.04366812227074281
271,Day21BHET2,K00451,ASV001705,0.01,0.021834061135371403,1,0.01,0.021834061135371403
272,Day21BHET2,K00451,ASV001760,0.01,0.021834061135371403,2,0.02,0.04366812227074281
273,Day21BHET2,K00451,ASV001764,0.01,0.021834061135371403,1,0.01,0.021834061135371403
274,Day21BHET2,K00451,ASV001817,0.01,0.021834061135371403,1,0.01,0.021834061135371403
275,Day21BHET2,K00451,ASV001819,0.01,0.021834061135371403,1,0.01,0.021834061135371403
276,Day21BHET2,K00451,ASV001886,0.01,0.021834061135371403,1,0.01,0.021834061135371403
277,Day21BHET2,K00451,ASV001960,0.01,0.021834061135371403,1,0.01,0.021834061135371403
278,Day21BHET2,K00451,ASV001962,0.01,0.021834061135371403,1,0.01,0.021834061135371403
